Set,Vinuesa,Hart,Crotty,Genes
Random_CoreNet_GRN_sig_only_size_match_205,0,0,0,"{'CYTH4', 'TEX35', 'A8K1V4', 'GTF3C6', 'LDB3', 'KLC4', 'AK2', 'PLEKHG6', 'DYNLT4', 'CST9L', 'CACNA1H', 'AARS2', 'NEUROG3', 'Q7Z763', 'PLXNB2', 'ASNSD1', 'KRTAP10-4', 'CDC123', 'MAP2K1', 'TESC', 'TMEM243', 'PRTN3', 'PROSER2', 'BCL2', 'TOP3B', 'THOC1', 'P2RY11', 'Q53HC2', 'GNB1L', 'MAGEB4', 'SOD2', 'HIGD1C', 'CLIC3', 'TNFRSF10D', 'EPB42', 'PTPRD', 'MPLKIP', 'HTRA2', 'FRMPD2', 'EIF4E2', 'OVCA2', 'SH3PXD2A', 'MT-ND4', 'MGST3', 'NOS3', 'CDCA5', 'BBS10', 'RPLP2', 'PLCD4', 'NPTN', 'PSMD2', 'C1QTNF5', 'RPRD2', 'HAUS4', 'FEM1A', 'PACSIN3', 'OR10AG1', 'DHCR7', 'PRG2', 'UPI0002065BA0', 'PPFIBP1', 'GTF2B', 'VPS37B', 'TGFA', 'RNF167', 'UPI0000D6158E', 'CCR2', 'ACSL1', 'MKNK2', 'EHD2', 'GPHA2', 'HSPA13', 'E2F1', 'YJU2', 'ZNF846', 'PLK3', 'NDC1', 'PEAK1', 'TMOD2', 'POMZP3', 'INO80E', 'CX3CL1', 'IFNA14', 'RASL10B', 'ZNF510', 'HDAC5', 'CROCC', 'CCDC32', 'XRCC6', 'L3MBTL4', 'CERS4', 'LMX1B', 'PTGDR2', 'MLF1', 'RIMS3', 'UPI000013CFCA', 'SCAMP3', 'TNK2', 'Q59H91', 'ATM', 'TEX28|TEX28P1|TEX28P2', 'HAO2', 'PPP1R3F', 'HAVCR2', 'PLEKHA3', 'FLJ00305', 'ERGIC1', 'FAM83H', 'GAL3ST3', 'ZNF579', 'RSPH9', 'PPARD', 'NOL11', 'RPL39', 'SON', 'SGSM1', 'SEL1L', 'MTMR10', 'IL24', 'USP47', 'DOP1A', 'ARRDC2', 'SLC34A3', 'DMRT1', 'SARS2', 'ITGB3BP', 'SPATA32', 'NPHS1', 'EMP1', 'RND2', 'INTS12', 'C10ORF62', 'IRAK3', 'ATOX1', 'AAAS', 'AMOT', 'DSTN', 'FEM1C', 'Q96SH0', 'U2AF1L5', 'FLRT1', 'CDA', 'LY6G6D', 'Q6ZUC8', 'DCT', 'ZNF611', 'GAB2', 'IQGAP3', 'MSRB1', 'PHLDA1', 'CLBA1', 'PYROXD1'}"
Random_CoreNet_GRN_sig_only_size_match_206,0,0,0,"{'SH3BP4', 'SLC36A2', 'SLX4IP', 'RNF150', 'TRMT13', 'DDX18', 'RDM1', 'PLA2G2A', 'TIMM23B', 'CDY2A|CDY2B', 'MUM1', 'UPI0002590962', 'A2ML1', 'ISLR2', 'TH', 'ATP6V1D', 'STAB1', 'RPP14', 'NUDT3', 'KRR1', 'DNASE1L3', 'CT45A10', 'PIAS3', 'AIFM2', 'CEP20', 'FBXL5', 'Q15BH2', 'FAM186B', 'TTLL6', 'ERBB3', 'BBS4', 'Q6ZRC8', 'ANKRD20A12P', 'ADRA2A', 'IL18', 'COMMD10', 'PREPL', 'XXYLT1', 'AGPS', 'PMAIP1', 'CASTOR3', 'LYNX1', 'NAIF1', 'IL23R', 'GATD1', 'ITPK1', 'ZBTB7B', 'GAGE2D|GAGE8', 'C9JTL3', 'TOMM34', 'OR7C2', 'OSER1', 'Q6ZNC6', 'C4ORF42', 'METTL18', 'ACTN3', 'OPRM1', 'CBLN4', 'NOVA1', 'NOL12', 'SPATA5L1', 'PLEKHH2', 'DUSP5', 'TAP1', 'PLBD1', 'LONRF1', 'CASQ1', 'LRRC59', 'CYSLTR2', 'DCTN1', 'STRAP', 'EXOC7', 'TMEM132A', 'LPCAT2', 'DRAP1', 'NFATC1', 'CD163', 'KCNA6', 'RPS6KA6', 'MYBPC1', 'PRAMEF5', 'QRICH1', 'PEG10', 'P3H3', 'AHSG', 'CABP5', 'CDC5L', 'F12', 'H0YLJ5', 'PEX11G', 'FANCB', 'USH1C', 'Q86U72', 'A8K940', 'RAMP2', 'NTN4', 'MRPL42', 'TRPC1', 'NDUFAB1', 'NTRK2', 'TCP11X2', 'BCKDHA', 'ANXA1', 'EIF1AD', 'KCNA1', 'MIEN1', 'O60448', 'LRRC8B', 'ROM1', 'LINC00526', 'FKBP3', 'ARG2', 'NUP54', 'SH2B3', 'CFAP300', 'SRCAP', 'KIAA1191', 'CDC42BPB', 'PCK1', 'MT-RNR2', 'OCM2', 'MANEAL', 'LAMTOR1', 'SLC12A8', 'Q5VXV9', 'ZSCAN26', 'DGCR6L', 'ALG10', 'AP4M1', 'DCBLD1', 'RIPK3', 'DROSHA', 'OSBP', 'FMO4', 'ZNF554', 'LGALS8', 'ORAI2', 'GIMAP4', 'CLK4', 'ZFAND1', 'SPRED3', 'DHRS11', 'MYO7A', 'BRD2', 'MUSK', 'ATAD5', 'TMEM45A', 'SGSM3', 'SOWAHB', 'HENMT1', 'PLSCR3', 'MEIS2'}"
Random_CoreNet_GRN_sig_only_size_match_207,0,1,1,"{'NBPF6', 'ZNF165', 'HSF2BP', 'SC5D', 'Q49AH4', 'PTBP2', 'SPTA1', 'C6ORF1', 'ABHD1', 'KLHL15', 'GPBP1', 'PLGRKT', 'F8VXF8', 'H0YLL9', 'CYREN', 'GRIN2C', 'PROSER2', 'MAP1LC3A', 'HPS4', 'TIMM10B', 'PAQR6', 'TIMM17A', 'CHMP4A', 'SEC16B', 'VPS28', 'MOSPD1', 'FTH1', 'ZNF589', 'VPS13C', 'TBX3', 'TMEM216', 'F5GZ44', 'THAP2', 'RAB25', 'Q9NZ48', 'KIDINS220', 'UBE3D', 'COX7B', 'COL4A5', 'ARAP3', 'PLCXD2', 'JUN', 'GRAMD1A', 'Q5T6W5', 'PCGF3', 'CTNND1', 'IL10', 'TBC1D7', 'NDUFB7', 'CHRNB2', 'LAMB2', 'SLC35G1', 'ACSM1', 'LINGO1', 'TBKBP1', 'TRAPPC6B', 'ZCCHC9', 'Q59FU6', 'OTOL1', 'ZNF277', 'TMEM196', 'CXCR3', 'CWC22', 'ONECUT2', 'EHMT1', 'PEX11G', 'POC1A', 'YIF1B', 'A8K940', 'OCRL', 'CEP97', 'TMEM86A', 'OSCP1', 'SMIM40', 'PPIL2', 'NKD2', 'PYGM', 'NTAN1', 'TAF11', 'PLEKHG4', 'CEP70', 'REV3L', 'DPP9', 'NINJ2', 'A8K8Y5', 'H2AB2|H2AB3', 'KRT18', 'TEX43', 'B1AMV0', 'GTF2E2', 'CXCL9', 'TP73', 'ZBTB8OS', 'RNF20', 'CRNKL1', 'C7ORF50', 'SLC25A35', 'TUBA3D', 'PIGY', 'B3KXA2', 'LAYN', 'RBM20', 'API5', 'E7EME8', 'GPC4', 'RAB12', 'TSPAN5', 'KAT5', 'SCG5', 'USP46', 'CRYBB3', 'FAM193B', 'MFSD9', 'PIAS4', 'CSNK2B', 'TYW1B', 'FSTL3', 'NXT1', 'STON2', 'PTPN20', 'SNX15', 'COMT', 'RANBP9', 'MFF', 'SYTL1', 'FBXO43', 'SYCP3', 'RPL35', 'CDH8', 'SYPL1', 'PPP1CB', 'HAUS2', 'ZNF267', 'ARID3A', 'NT5C3A', 'Q8WYZ0', 'DRG1', 'NHLH2', 'TREX1', 'CYP4F2', 'EIF5A', 'MANEA', 'BLM', 'PRDM7', 'G3BP2', 'SRA1', 'KDELR2', 'CDH18', 'ATP2B2', 'NEK8', 'PRXL2B', 'PPEF1'}"
Random_CoreNet_GRN_sig_only_size_match_208,0,2,1,"{'MYO1F', 'GCC1', 'PRUNE1', 'MPP7', 'TMEM192', 'LRRC56', 'SASH1', 'VILL', 'POLA1', 'KLK13', 'RUFY1', 'PPARA', 'ADHFE1', 'IFP38', 'ZNF831', 'SPTA1', 'SCGB1A1', 'RPP21', 'CLDN2', 'APOBEC3B', 'TESMIN', 'MXD3', 'ZNF525', 'COQ3', 'NUP93', 'ALDH3A2', 'UBOX5', 'STYXL1', 'NCOR2', 'C12ORF4', 'CHRNB1', 'VAPB', 'TEX45', 'SCGB2A1', 'SSH3', 'RAB11FIP5', 'LAMA4', 'SERPINC1', 'BAK1', 'NAA30', 'RNF214', 'SP2', 'MTF2', 'ZBTB41', 'SPIN4', 'PADI1', 'BAIAP2L2', 'CCT3', 'NCOA1', 'PATJ', 'ARHGAP23', 'DDA1', 'AVEN', 'CHRNA7', 'HSH2D', 'SNX11', 'PEA15', 'ELP1', 'SRSF3', 'LDLRAP1', 'MYO15A', 'ACHE', 'SWAP70', 'SCYL1', 'SERINC1', 'RPS18', 'CHML', 'EIF2B4', 'LTBP1', 'ACTR3B', 'ANPEP', 'CWC22', 'IFI27L1', 'PORCN', 'ATP11A', 'COG3', 'MDGA1', 'TNRC4', 'CCDC32', 'HPD', 'TTF1', 'FAM156A|FAM156B', 'ESRRG', 'NMT2', 'HIF1A', 'POFUT1', 'IRF2', 'LYPD2', 'AGRP', 'Q308M6', 'BMP7', 'CHCHD6', 'DNASE2', 'THRAP3', 'SH2B3', 'PDE6G', 'B3KPJ1', 'PSMD11', 'KRT35', 'CCDC112', 'EN1', 'TARBP1', 'ANKRD40', 'RAP1GAP', 'POU2F2', 'H0YHG0', 'OR1L3', 'A0A024R9F6', 'NT5C2', 'PRR22', 'CNOT6', 'KIF5B', 'S100A8', 'ABCB9', 'FURIN', 'GATC', 'FASLG', 'TSPAN2', 'ZNF263', 'MON1B', 'MTA3', 'HSF4', 'KCNJ18', 'TXNRD3', 'EGFLAM', 'KLF13', 'SARS2', 'ADCY6', 'CMC1', 'HSBP1', 'ANKDD1A', 'PHYH', 'VPS9D1', 'PRKCSH', 'ARID3C', 'CRB3', 'PKP3', 'GNAZ', 'IL23A', 'CMYA5', 'NOL4', 'NIN', 'RGMA', 'PRB1', 'HERC4', 'FAM177A1', 'FAM74A1', 'MED1', 'TRIM29', 'KCNK9', 'NEK8', 'LCE3D'}"
Random_CoreNet_GRN_sig_only_size_match_209,1,1,1,"{'S100A1', 'GNAQ', 'DDX18', 'SF3A1', 'NDOR1', 'ARHGEF2', 'CLEC12B', 'FNDC9', 'LHFPL2', 'SLC4A1AP', 'AMPD3', 'MSANTD4', 'G7', 'G3V3V0', 'SLU7', 'TMEM220', 'GPR151', 'BSND', 'CYP26B1', 'NOTO', 'FGF19', 'BCKDK', 'ZMAT1', 'CC2D2A', 'E7EMG6', 'CD300E', 'ART5', 'VAPB', 'IGF2', 'DMRT2', 'TACC3', 'GLIPR2', 'WDR57', 'AOC2', 'STYX', 'NFIX', 'KCNJ8', 'PAGE4', 'MRPL35', 'F5H5S2', 'YKT6', 'RBM23', 'ITPK1', 'SLC24A1', 'CA6', 'TRIM16L', 'TESK1', 'RGMB', 'STAT5A', 'RPL9|RPL9P7|RPL9P8|RPL9P9', 'ZNF184', 'TPRA1', 'THRA', 'ENTPD7', 'VSTM2A', 'CCDC71L', 'FLOT2', 'CLDN15', 'VCL', 'MARCHF8', 'CAB39L', 'IRGC', 'ENKD1', 'B1AL08', 'PODXL2', 'LCE1D', 'FMO3', 'USP6NL', 'UBE2G2', 'MPG', 'SLC9C1', 'PRDM6', 'POLI', 'PSMA2', 'PIG59', 'CARD8', 'CCDC28A', 'FDXR', 'SH3D19', 'MINAR1', 'OTOL1', 'PGPEP1', 'AHDC1', 'ZNF25', 'DET1', 'TBC1D3G', 'MRM3', 'PRPS1L1', 'ZC3H10', 'BAIAP3', 'CXORF38', 'ZNRD2', 'UBE2Q2', 'Q7L4M3', 'C8G', 'DKFZP761B2210', 'C2CD5', 'RALY', 'LRIG1', 'ANKRD18A', 'TMEM225B', 'KLK15', 'UQCR10', 'J3KQA9', 'SLC35E3', 'CIART', 'BIVM', 'HIP1R', 'NECAB3', 'COL4A4', 'TMEM255A', 'TNFRSF10C', 'SSTR5', 'TRPM5', 'NFIL3', 'PAK5', 'ACOX2', 'PDE6G', 'CYP27A1', 'COMP', 'RIF1', 'PEX1', 'RSPH9', 'KLF11', 'A8K0U2', 'FAM187B', 'DUSP15', 'CRYBB3', 'METTL25', 'L3HYPDH', 'TNFRSF19', 'TPGS1', 'SFXN5', 'ARHGAP4', 'SREK1', 'PPFIA3', 'IFI27', 'PTPRC', 'PPM1M', 'STAC', 'ACVR2A', 'VPS9D1', 'CRLF1', 'AKR1C1', 'FAM71C', 'EFNA2', 'PHF20', 'STX4', 'BUD23', 'ZNF217', 'TNFRSF13B', 'TTLL3'}"
Random_CoreNet_GRN_sig_only_size_match_210,0,0,0,"{'RBM10', 'LY96', 'MLXIPL', 'CCDC137', 'PGRMC1', 'PRKCG', 'PLCB4', 'CDC42EP1', 'TDGF1', 'PTBP1', 'ULBP2', 'APOC3', 'HIKESHI', 'COX1', 'ASXL2', 'HIST1H2AK', 'GTSF1L', 'PHC3', 'HOXB2', 'MTMR12', 'UPI0001A48FB5', 'WAPL', 'PLEKHS1', 'IL17RA', 'GLS', 'EFNB2', 'INHBB', 'KCNJ8', 'LILRB5', 'LDLR', 'PPM1D', 'ALG10B', 'FKBP11', 'EGFL7', 'HTATIP2', 'CCDC107', 'ACOT12', 'TGM5', 'URF-RET', 'DLG4', 'ARSF', 'CSKMT', 'KIAA0100', 'SUGP1', 'PPP1R37', 'BNIP1', 'ADGRG5', 'MAPK8IP3', 'PFN1', 'FXYD7', 'TLR10', 'PPP1R9B', 'MAPRE2', 'MAP4K3', 'EEF1AKMT3', 'GTF2A2', 'KDM4A', 'VMA21', 'TTI2', 'EPB41L4A', 'C12ORF45', 'NHEJ1', 'MYBPC1', 'C18ORF63', 'MAK16', 'ZFC3H1', 'CHIA', 'TARS2', 'EFNA1', 'NTRK1', 'PABPC4L', 'ATP6V1B1', 'ISX', 'CLEC3B', 'CREM', 'PYCR2', 'RRM1', 'AGBL5', 'ZBTB38', 'DYDC1', 'PRKD2', 'ABHD12B', 'ITGAV', 'RAD18', 'ASCC3', 'PSRC1', 'TIA1', 'AFF4', 'Q0ZCI9', 'PRRT3', 'FUBP3', 'TYROBP', 'SLC66A2', 'TFEB', 'SERGEF', 'POM121L1P', 'MRPL40', 'ATG9A', 'LIX1L', 'CD58', 'ADA2', 'VCAN', 'FBXO45', 'EI24', 'SREBF2', 'SLC14A1', 'KCNA10', 'PITX1', 'EVI5', 'VWC2', 'TMEM52B', 'NOSIP', 'NXPH4', 'SGIP1', 'TTBK1', 'RPP25L', 'LRPPRC', 'BTN3A1', 'PRMT1', 'ZBED6', 'Q9H5Q2', 'LCN15', 'PRKD3', 'FAF2', 'SH3GL1', 'TMEM259', 'BCS1L', 'PHRF1', 'PLPPR2', 'AHR', 'RNASET2', 'ZFYVE1', 'UPI0001597088', 'SFSWAP', 'B4DRI6', 'FOXJ3', 'SNRNP48', 'PADI3', 'ZNF350', 'DFFA', 'TBPL1', 'CCM2', 'CLASRP', 'MSR1', 'STK11', 'SSPOP', 'ZKSCAN2', 'GPR101', 'Q96BE0', 'DACH2', 'DPH2', 'NIPSNAP3A'}"
Random_CoreNet_GRN_sig_only_size_match_211,0,0,0,"{'Q8N5B1', 'DKFZP434K0435', 'ZRANB1', 'OAS1', 'TTI1', 'VPS51', 'NAA15', 'LAMB1', 'MAPRE1', 'PAPOLG', 'Q8WUP8', 'TMEM69', 'TP53BP1', 'PCDHB10', 'RFX1', 'SLC25A33', 'CEP20', 'ATP6V1C2', 'EPHA2', 'ZNF576', 'TRIM49', 'SMYD1', 'ZMAT1', 'PDLIM4', 'HORMAD2', 'GUCD1', 'IPO4', 'DTWD2', 'PCDHGB7', 'TMEM138', 'TPST1', 'SIRPA', 'P2RY11', 'PTPRU', 'PPIL4', 'LARP7', 'MARCHF10', 'TIAL1', 'SNTB1', 'SLC41A2', 'HNRNPL', 'ARHGEF9', 'DHX29', 'RNF166', 'SLC9A3R1', 'REX1BD', 'Q53FG3', 'RPS10P5', 'CACNA2D2', 'B2RCW4', 'NECTIN4', 'PHF5A', 'PDPK1', 'ANXA9', 'UCN', 'CSPG4', 'SPATS1', 'CYP2C18', 'REEP2', 'PACSIN3', 'SPAG8', 'ZNF248', 'POLR2I', 'RNF167', 'BCL11A', 'MTG2', 'OCC1', 'HLA-CW', 'NIPA1', 'MRPL47', 'CLEC10A', 'CADM4', 'MAF1', 'CTSC', 'DAZL', 'CX3CL1', 'HOGA1', 'TRPC1', 'LYPD1', 'ATAD3B', 'TRIM32', 'MRPL15', 'ADAMTSL3', 'DDIT3', 'HEY2', 'TAF11', 'MLF1', 'MAP7', 'TEX29', 'ZNF142', 'Q8NHA5', 'DPP9', 'AIF1L', 'TRAPPC3', 'CCDC187', 'ABCB6', 'Q9BRL8', 'PER2', 'SNX30', 'SKIV2L', 'NYNRIN', 'GPA33', 'HSP90AB3P', 'HID1', 'TFPT', 'GABRA3', 'LCA5L', 'ZNF22', 'ZDHHC12', 'TNFRSF14', 'RPL26', 'GBP7', 'H2BC20P', 'AMH', 'THEM4', 'NR1I2', 'ZNRD1', 'ARHGAP26', 'DTX3L', 'ADGRG7', 'SPINK1', 'ZNF625', 'CSN2', 'DNAH2', 'KHDRBS1', 'SCAND1', 'APOO', 'EXPH5', 'KRTAP12-2', 'PDP1', 'HCFC1R1', 'Q8N824', 'LRRC8D', 'RNF169', 'SLIRP', 'ARIH2', 'ACACB', 'CAAP1', 'A2A3B6', 'SRXN1', 'RTL8C', 'TULP4', 'KIR3DS1', 'HTT', 'PCOLCE', 'RNF175', 'HUS1B', 'FAM71F1', 'RBM19', 'KCNK7', 'NUP188', 'SH2D2A'}"
Random_CoreNet_GRN_sig_only_size_match_212,0,0,2,"{'TMEM97', 'HHAT', 'EMC10', 'CDKN2D', 'MPP7', 'C6ORF226', 'ARL6IP4', 'GBP1', 'RABGGTB', 'TMEM51', 'PPP1R26', 'CCDC24', 'YA61', 'GDF11', 'OXR1', 'PIAS3', 'UROD', 'RPS20', 'UBR2', 'ERBB3', 'ANGPTL4', 'SPSB3', 'A2BHY8', 'FUNDC1', 'SLC5A8', 'B3KNU0', 'CELSR3', 'IRF5', 'TMEM138', 'CEBPA', 'MCM3AP', 'Q53HC2', 'G8JLB4', 'ASIC2', 'HSD17B14', 'ANXA10', 'ZBTB7B', 'ZNF200', 'RD3L', 'PBX3', 'OR4C15', 'JARID2', 'ZNF134', 'ABCD3', 'H2BC9', 'SV2B', 'TIMM10', 'SETD3', 'NAPA', 'ECI1', 'TBC1D23', 'POGLUT2', 'NADSYN1', 'EIF1', 'ATXN1', 'TMPRSS11A', 'ASAP3', 'NSD1', 'TNFRSF1B', 'PHF20L1', 'Q53HB9', 'NTPCR', 'CLN6', 'MMP28', 'PIG59', 'ARPC5L', 'TSC22D4', 'MYB', 'RBM27', 'H2BC12', 'HMGXB3', 'WDR19', 'Q5SZY0', 'TRAPPC12', 'FAM124A', 'GCFC2', 'ZFYVE26', 'PABPC4L', 'SPINK2', 'CILK1', 'PIM2', 'RAB43', 'MED26', 'Q6VEQ4', 'ATF7IP', 'PARP9', 'RASEF', 'SMPD2', 'WBP2', 'CHPF', 'LRIG1', 'C1ORF21', 'R3HDM1', 'OR4N4', 'KANK1', 'TAF6', 'LRRC8B', 'Q9NRC3', 'CCDC187', 'HEL-S-69P', 'F5H5E5', 'TLN2', 'HMGCR', 'MRPL3', 'FTSJ3', 'LETM2', 'RRBP1', 'EMID1', 'PARD3', 'ARMC1', 'DBT', 'BCR/ABL|FUSION', 'EPO', 'RPL26', 'ZNF23', 'CCDC180', 'ZNF783', 'ZFYVE9', 'STIP1', 'LTA', 'PRR13', 'AMZ2', 'SGSM1', 'VRK3', 'HSD17B2', 'ELMOD3', 'CDRT15P3', 'OSBP', 'SIPA1L3', 'BRD9', 'TSPAN2', 'GAS2', 'PIGV', 'IREB2', 'IKZF3', 'INTS12', 'SUPT20H', 'NRAP', 'TCF24', 'KATNAL1', 'Q9NZX4', 'PKD2', 'MRPS10', 'H2BC4|H2BC6|H2BC7|H2BC8|H2BC10', 'NME6', 'DGAT2L6', 'PCMT1', 'TMEM248', 'ANKAR', 'ODAD3', 'ITGAX', 'TTC4'}"
Random_CoreNet_GRN_sig_only_size_match_213,0,0,0,"{'AKR7A2', 'MRPS18C', 'ENKUR', 'TENT5A', 'CRIP1', 'AIPL1', 'CD300LF', 'GDAP2', 'H2AP', 'ALDOB', 'CCL14', 'PIGG', 'ESR1', 'NME8', 'CMTM8', 'GRIP1', 'D2HGDH', 'TXNRD3NB', 'HMGB1P1', 'XRCC3', 'COL4A1', 'CPNE8', 'SLC3A1', 'ACSBG2', 'CRYZ', 'TTLL12', 'A8K6Q8', 'IFITM10', 'CAMK1', 'VAMP5', 'Q8N2G3', 'SLC37A4', 'PPRC1', 'MRPL44', 'FOLH1', 'TNFRSF10A', 'IER2', 'B4DJP2', 'GPRC5A', 'YKT6', 'MSC', 'ACP7', 'PFKFB3', 'IL37', 'RBM45', 'TSGA10IP', 'FBXO11', 'FAM135B', 'SLC7A3', 'TNNI2', 'MMADHC', 'SFRP4', 'TTPAL', 'EVI2B', 'TRA2B', 'NOP9', 'SLC30A6', 'TNFAIP8', 'PHIP', 'APPBP2', 'SMIM2', 'ZNF221', 'TTC8', 'HSPA2', 'CFHR1', 'USP38', 'FBXO4', 'XCR1', 'SRPK3', 'HR', 'EBF3', 'NDN', 'PDPR', 'JAK2', 'FSBP', 'P0C5W0', 'EPHX4', 'FBXL16', 'KIF18B', 'RUBCNL', 'C9ORF152', 'TRIM7', 'SURF6', 'ANKS1B', 'MTRNR2L8', 'RGR', 'C8ORF30A', 'ERH', 'TEAD2', 'MTRF1L', 'TRIM15', 'UNC79', 'ELP4', 'SLC43A1', 'IGLL1', 'ASCC3', 'COPS4', 'CACYBP', 'CLEC2L', 'ACE', 'CCDC113', 'TDRD1', 'S100A7A', 'APAF1', 'LAMTOR4', 'SPTBN4', 'ZNF354A', 'BCL9L', 'LARP4B', 'ABHD6', 'PTRH2', 'SHTN1', 'USP2', 'ZNF554', 'WIPF1', 'PRMT1', 'DRD5', 'SYN2', 'CYTH1', 'KHDRBS1', 'ZNF714', 'CMAS', 'TCP1', 'ND4L', 'KDM2B', 'FXYD3', 'ZNF83', 'TMCO4', 'CSGALNACT2', 'SLC5A11', 'TCF24', 'MFSD12', 'AAAS', 'KLRB1', 'ECEL1', 'SRXN1', 'PPM1B', 'DDX54', 'TGS1', 'ULBP3', 'A2AE51', 'RFPL2', 'PTGDR', 'SSPOP', 'MRPL14', 'HPS1', 'MTMR9', 'AP1M1', 'PYROXD1', 'C11ORF45', 'PLXNC1', 'CLEC12A'}"
Random_CoreNet_GRN_sig_only_size_match_214,0,0,0,"{'TCEA2', 'CPSF1', 'SEC23IP', 'ATIC', 'CREBRF', 'SLC16A10', 'ZBTB9', 'CYFIP1', 'KLHL3', 'DRAM1', 'MAGEB2', 'TMEM192', 'TP53', 'LY96', 'CCN5', 'INSL3', 'TCTN1', 'NRAC', 'TMEM41B', 'F5GZT1', 'YWHAB', 'PPL', 'KCNK3', 'CSRP1', 'SULT2A1', 'SELP', 'RPL8', 'FUT7', 'DBN1', 'CHSY3', 'TYR', 'RBM39', 'MRPL33', 'TXNDC9', 'DCUN1D5', 'DNAJB4', 'IL20RA', 'AR', 'KCNK5', 'PPIL4', 'VRK2', 'NAIF1', 'Q59FB9', 'GATD1', 'MAP1LC3C', 'TAF2', 'CCDC107', 'ZNF607', 'FUT3', 'HNRPM', 'ZNF443', 'ZNF787', 'ATF7', 'NUDT10', 'SUPV3L1', 'ZNF432', 'TMPRSS11A', 'TUBB3', 'CCDC89', 'IGFBP3', 'HOXA3', 'EHF', 'GNAI1', 'SLC10A1', 'B7Z670', 'FBXL2', 'F8W894', 'H0YMZ9', 'OBP2A', 'NDUFA9', 'UBE2D1', 'KCNJ10', 'SHROOM2', 'ARV1', 'H0Y415', 'ICA1L', 'NID1', 'A6ND79', 'KRTAP4-11', 'CD226', 'TNIK', 'MSRB2', 'UBE2Q1', 'SPANXN3', 'TRIM28', 'CX3CL1', 'TFPI', 'RUSC1', 'O00334', 'PKNOX1', 'PRRT1', 'HAND1', 'UPI0002324566', 'FIGLA', 'PEX7', 'TAS2R10', 'ACAD8', 'UVSSA', 'ZNF524', 'CHEK1', 'ARHGAP19', 'ZRANB3', 'JMJD4', 'SAMD11', 'DPM3', 'ZNF836', 'PTPRO', 'KRT33A', 'ETFRF1', 'CCAR1', 'E2F6', 'Q5VU21', 'EXOC3L4', 'TPD52L1', 'SGCE', 'CCN2', 'LRRK1', 'ZNF639', 'RPS9', 'ZNF536', 'ZNF329', 'DYNLT3', 'CSDC2', 'UQCRFS1', 'MAP2K6', 'EXOC2', 'ATP1A4', 'FEZ2', 'CYTH1', 'PCBP4', 'MGAT5B', 'PYCARD', 'TIPARP', 'INTS10', 'ZNF800', 'PPP1CB', 'HLA-DQB1', 'ANXA5', 'RBBP8NL', 'TMEM268', 'SOCS7', 'COX15', 'H2BC4|H2BC6|H2BC7|H2BC8|H2BC10', 'COL19A1', 'ERBB2', 'KLHDC4', 'MSR1', 'AIMP1', 'TCR-ALPHA', 'C9JJD5', 'FAM27E3', 'PSD3'}"
Random_CoreNet_GRN_sig_only_size_match_215,0,1,1,"{'ZRANB1', 'Q5HY47', 'MYH2', 'GLO1', 'F8WBK4', 'LAMB1', 'IRAK1BP1', 'C6ORF226', 'KLHL30-AS1', 'SUPT7L', 'Q53FP9', 'NAP1L3', 'DNM1', 'LAS2', 'ALDH1B1', 'CPNE3', 'FARSLA', 'POU5F2', 'ERG', 'ZNF585B', 'C10ORF120', 'BTLA', 'ABHD10', 'TPTE2', 'HEPACAM2', 'MFSD8', 'ABCA5', 'TMEM104', 'CS', 'ZBED2', 'B4DHB6', 'TMEM31', 'TEX14', 'TAF10', 'SMPD1', 'CYRN2', 'ZC2HC1B', 'TNFSF13B', 'MMUT', 'PTPRB', 'GPATCH2L', 'MG44', 'PDGFC', 'MOSPD1', 'CHD5', 'KRTAP19-7', 'COPB2', 'ACOX1', 'GPRC5C', 'MSL1', 'RUSC2', 'RNF214', 'ADPGK', 'EIF2AK4', 'FOXD3', 'FAM180B', 'GART', 'ANKRD35', 'RNPC3', 'GAB3', 'TNNI2', 'HYOU1', 'GNA12', 'LDLRAD4', 'SLC6A3', 'CALCA', 'NFRKB', 'ZNF689', 'KRT83', 'LYPLA1', 'ZRSR2', 'TIMP4', 'PYGO1', 'TYK2', 'RPP30', 'PUS7L', 'ACTL7A', 'KLRF2', 'TM4SF18', 'DCPS', 'BAIAP2', 'PSME3IP1', 'COL8A1', 'HOXD8', 'RAB3IL1', 'ATP6V1B1', 'INTS3', 'RAB43', 'NDUFA1', 'Q5JZG9', 'C2CD5', 'FOXO3', 'AREL1', 'LIF', 'SUPT6H', 'CAPNS2', 'RIMBP3C', 'ARL6IP6', 'KLHL10', 'AIG1', 'IFNAR2', 'DBH', 'SOHLH1', 'UQCC3', 'ZNF696', 'PRORP', 'GVQW3', 'BHMT', 'GPR137B', 'Q53HB3', 'TARBP1', 'HRC', 'APLP2', 'FBP2', 'TXN2', 'EXOSC2', 'LCE1F', 'APEH', 'GOLGA8A', 'ZWILCH', 'C1ORF52', 'CREB3', 'MGAT5', 'HYAL2', 'CLDN1', 'KCNV2', 'NAT1', 'DPYSL3', 'P4HA2', 'GABRG2', 'WFDC6', 'DGKH', 'PDP1', 'SEPTIN9', 'DNAJA3', 'MRPL45', 'EPS8L3', 'DCAF17', 'TOMM7', 'A6NN80', 'SMARCAD1', 'GZMK', 'GHR', 'TWF2', 'MBD3L1', 'TMEM45A', 'CC2D1A', 'CCS', 'RP9', 'SP4', 'RABGEF1', 'NUCKS1'}"
